DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	2q34	2	212304043	ERBB4	ERBB4			2066			rs7588550-A	rs7588550	0	7588550	intron_variant	0	0.95	2E-7	6.698970004336019	(T1DN)	1.52	[1.30-1.79]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	15q26.1	15	93598604	MCTP2, RGMA	LOC107983974			107983974			rs12437854-G	rs12437854	0	12437854	intron_variant	0	0.04	2E-9	8.698970004336019	(ESRD vs. non-ESRD)	1.8	[1.48-2.17]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	2q11.2	2	99844192	AFF3	AFF3			3899			rs7583877-C	rs7583877	0	7583877	intron_variant	0	0.29	1E-8	8.0	(ESRD vs. non-ESRD)	1.29	[1.18-1.40]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	20q13.33	20	60321657	RP5-1043L13.1	MIR646HG, LOC105372698			284757, 105372698			rs6027506-A	rs6027506	0	6027506	non_coding_transcript_exon_variant	0	0.63	5E-6	5.301029995663981	(ESRD vs. non-ESRD)	1.22	[1.12-1.32]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	2q11.2	2	99844192	AFF3	AFF3			3899			rs7583877-C	rs7583877	0	7583877	intron_variant	0	0.30	3E-7	6.522878745280337	(ESRD)	1.29	[1.17-1.42]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	4q34.1	4	173653255	intergenic	RANP6 - LOC107986203	100128266	107986203		18840	44104	rs11723864-G	rs11723864	0	11723864	intergenic_variant	1	0.11	7E-7	6.154901959985743	(ESRD)	1.51	[1.29-1.78]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	14q22.3	14	56754421	intergenic	RPL36AP1 - OTX2	100131379	5015		70644	46286	rs878889-A	rs878889	0	878889	upstream_gene_variant	1	0.13	8E-7	6.096910013008056	(ESRD)	1.43	[1.24-1.65]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	20q13.33	20	60320788	RP5-1043L13.1	LOC105372698, MIR646HG			105372698, 284757			rs11698685-G	rs11698685	0	11698685	non_coding_transcript_exon_variant	0	0.68	1E-6	6.0	(ESRD)	1.27	[1.15-1.39]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	8q24.13	8	122693916	RP11-973F15.1	LINC01151			104266958			rs4871297-A	rs4871297	0	4871297	non_coding_transcript_exon_variant	0	0.52	2E-6	5.698970004336019	(ESRD)	1.23	[1.14-1.35]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	12q24.31	12	120536707	RNF10, COQ5	RNF10			9921			rs614226-C	rs614226	0	614226	intron_variant	0	0.83	2E-6	5.698970004336019	(ESRD)	1.35	[1.19-1.54]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2012-12-11	23028342	Sandholm N	2012-09-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23028342	New susceptibility loci associated with kidney disease in type 1 diabetes.	Type 1 diabetes nephropathy	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	Up to 1,493 European ancestry Type 1 Diabetes cases with nephropathy, 3,191 European ancestry Type 1 Diabetes cases without nephropathy	20q11.21	20	32943738	intergenic	EFCAB8			388795			rs13045180-T	rs13045180	0	13045180	stop_gained	0	0.19	9E-6	5.045757490560675	(ESRD)	1.28	[1.15-1.43]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2017-03-31	27647854	Sandholm N	2016-09-19	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/27647854	The Genetic Landscape of Renal Complications in Type 1 Diabetes.	Kidney disease (early and late stages) in type 1 diabetes	2,068 European ancestry cases, 495 cases, 1,903 European ancestry controls, 690 controls	68 European ancestry cases, 3,188 cases, 815 European ancestry controls, 3,907 controls	10q23.1	10	81531934	NRG3	RPA2P2 - LOC105378389	389990	105378389		394611	306850	rs72809865-T	rs72809865	0	72809865	intergenic_variant	1	0.16	7E-6	5.154901959985743		1.17	[1.09-1.26]	Illumina [NR] (imputed)	N
